,xs,ys,is_bin_or_fit,dotmode,subj
57,983.3333333333333,0.7236270180995726,fit,3d,KRM
58,1000.0,0.7237192915371553,fit,3d,KRM
59,1016.6666666666666,0.7238035619774855,fit,3d,KRM
60,1033.3333333333335,0.7238805235310974,fit,3d,KRM
61,1050.0,0.7239508101074003,fit,3d,KRM
62,1066.6666666666667,0.7240150006360021,fit,3d,KRM
63,1083.3333333333333,0.724073623835181,fit,3d,KRM
64,1100.0,0.7241271625667791,fit,3d,KRM
65,1116.6666666666667,0.7241760578133928,fit,3d,KRM
66,1133.3333333333333,0.7242207123106148,fit,3d,KRM
67,1150.0,0.7242614938642473,fit,3d,KRM
68,1166.6666666666667,0.7242987383798088,fit,3d,KRM
69,1200.0,0.7243638167779342,fit,3d,KRM
70,1216.6666666666665,0.7243921866918926,fit,3d,KRM
71,1250.0,0.7244417582469939,fit,3d,KRM
72,1266.6666666666665,0.7244633681942808,fit,3d,KRM
73,1300.0,0.724501127867935,fit,3d,KRM
74,1316.6666666666667,0.7245175886094949,fit,3d,KRM
75,1333.3333333333333,0.7245326216891737,fit,3d,KRM
76,1366.6666666666667,0.7245588894155659,fit,3d,KRM
77,1433.3333333333333,0.7245990715565204,fit,3d,KRM
78,1466.6666666666665,0.7246143125705093,fit,3d,KRM
79,1483.3333333333335,0.7246209566531537,fit,3d,KRM
80,1500.0,0.7246270244857251,fit,3d,KRM
81,1533.3333333333335,0.7246376269816331,fit,3d,KRM
82,1550.0,0.7246422489745726,fit,3d,KRM
83,1583.3333333333333,0.7246503251138947,fit,3d,KRM
84,1600.0,0.7246538457810328,fit,3d,KRM
85,1633.3333333333333,0.7246599975425533,fit,3d,KRM
86,1650.0,0.7246626793071643,fit,3d,KRM
87,1716.6666666666665,0.7246712735702285,fit,3d,KRM
88,1750.0,0.7246745333587932,fit,3d,KRM
89,1766.6666666666665,0.7246759544128414,fit,3d,KRM
90,1800.0,0.7246784374608742,fit,3d,KRM
91,1816.6666666666667,0.7246795199069866,fit,3d,KRM
92,1850.0,0.724681411295772,fit,3d,KRM
93,1866.6666666666667,0.7246822358172514,fit,3d,KRM
94,1883.3333333333333,0.7246829888268927,fit,3d,KRM
95,1916.6666666666667,0.724684304581991,fit,3d,KRM
96,1933.3333333333333,0.7246848781649309,fit,3d,KRM
97,2016.6666666666665,0.7246870807377033,fit,3d,KRM
98,2033.3333333333333,0.7246874135409874,fit,3d,KRM
99,2050.0,0.7246877174798028,fit,3d,KRM
100,2083.3333333333335,0.724688248560713,fit,3d,KRM
101,2100.0,0.7246884800771635,fit,3d,KRM
102,2133.3333333333335,0.724688884612422,fit,3d,KRM
103,2150.0,0.7246890609632666,fit,3d,KRM
104,2183.333333333333,0.7246893691060979,fit,3d,KRM
105,2200.0,0.7246895034361653,fit,3d,KRM
106,2216.666666666667,0.7246896261156085,fit,3d,KRM
107,2300.0,0.7246900972077249,fit,3d,KRM
108,2316.666666666667,0.7246901683885755,fit,3d,KRM
109,2350.0,0.7246902927648942,fit,3d,KRM
110,2366.6666666666665,0.7246903469848129,fit,3d,KRM
111,2383.3333333333335,0.7246903965021665,fit,3d,KRM
112,2416.6666666666665,0.7246904830252423,fit,3d,KRM
113,2433.333333333333,0.7246905207436295,fit,3d,KRM
114,2466.666666666667,0.7246905866500369,fit,3d,KRM
115,2483.3333333333335,0.7246906153809086,fit,3d,KRM
116,2516.6666666666665,0.7246906655831755,fit,3d,KRM
117,2583.3333333333335,0.7246907423783474,fit,3d,KRM
118,2600.0,0.7246907576026969,fit,3d,KRM
119,2633.3333333333335,0.7246907842046343,fit,3d,KRM
120,2650.0,0.7246907958013346,fit,3d,KRM
121,2683.333333333333,0.7246908160645777,fit,3d,KRM
122,2700.0,0.7246908248980231,fit,3d,KRM
123,2716.666666666667,0.7246908329653319,fit,3d,KRM
124,2750.0,0.7246908470615694,fit,3d,KRM
125,2766.6666666666665,0.7246908532066046,fit,3d,KRM
126,2800.0,0.7246908639439988,fit,3d,KRM
127,2866.6666666666665,0.7246908803691542,fit,3d,KRM
128,2883.3333333333335,0.7246908836253785,fit,3d,KRM
129,2916.6666666666665,0.7246908893150715,fit,3d,KRM
130,2933.333333333333,0.7246908917954047,fit,3d,KRM
131,2966.666666666667,0.7246908961293609,fit,3d,KRM
132,2983.3333333333335,0.7246908980186817,fit,3d,KRM
133,3016.6666666666665,0.7246909013199454,fit,3d,KRM
134,3033.333333333333,0.7246909027590799,fit,3d,KRM
135,3050.0,0.7246909040733963,fit,3d,KRM
136,3083.3333333333335,0.7246909063699387,fit,3d,KRM
137,3150.0,0.7246909098829946,fit,3d,KRM
138,3183.333333333333,0.7246909112154903,fit,3d,KRM
139,3200.0,0.7246909117963711,fit,3d,KRM
140,3233.3333333333335,0.7246909128113607,fit,3d,KRM
141,3250.0,0.7246909132538295,fit,3d,KRM
142,3266.6666666666665,0.7246909136579224,fit,3d,KRM
143,3300.0,0.7246909143640055,fit,3d,KRM
144,3316.666666666667,0.7246909146718113,fit,3d,KRM
145,3350.0,0.7246909152096493,fit,3d,KRM
146,3366.6666666666665,0.7246909154441115,fit,3d,KRM
147,3433.333333333333,0.7246909161954932,fit,3d,KRM
148,3466.666666666667,0.7246909164804909,fit,3d,KRM
149,3483.3333333333335,0.7246909166047313,fit,3d,KRM
150,3516.6666666666665,0.7246909168218199,fit,3d,KRM
151,3533.333333333333,0.7246909169164563,fit,3d,KRM
152,3566.666666666667,0.7246909170818172,fit,3d,KRM
153,3583.3333333333335,0.7246909171539037,fit,3d,KRM
154,3600.0,0.724690917219738,fit,3d,KRM
155,3633.3333333333335,0.7246909173347722,fit,3d,KRM
156,3650.0,0.7246909173849196,fit,3d,KRM
157,3733.3333333333335,0.7246909175774868,fit,3d,KRM
158,3750.0,0.7246909176065832,fit,3d,KRM
159,3766.6666666666665,0.7246909176331561,fit,3d,KRM
160,3800.0,0.7246909176795876,fit,3d,KRM
161,3816.666666666667,0.7246909176998286,fit,3d,KRM
162,3850.0,0.7246909177351964,fit,3d,KRM
163,3866.6666666666665,0.7246909177506146,fit,3d,KRM
164,3900.0,0.7246909177775549,fit,3d,KRM
165,3916.6666666666665,0.7246909177892992,fit,3d,KRM
166,3933.333333333333,0.7246909178000248,fit,3d,KRM
167,4016.6666666666665,0.7246909178412116,fit,3d,KRM
168,4033.333333333333,0.7246909178474349,fit,3d,KRM
169,4066.6666666666665,0.7246909178583089,fit,3d,KRM
170,4083.333333333333,0.7246909178630492,fit,3d,KRM
171,4100.0,0.7246909178673784,fit,3d,KRM
172,4133.333333333334,0.724690917874943,fit,3d,KRM
173,4150.0,0.7246909178782406,fit,3d,KRM
174,4183.333333333334,0.7246909178840027,fit,3d,KRM
175,4200.0,0.7246909178865146,fit,3d,KRM
176,4233.333333333333,0.7246909178909037,fit,3d,KRM
177,4300.0,0.7246909178976177,fit,3d,KRM
178,4316.666666666666,0.7246909178989488,fit,3d,KRM
179,4350.0,0.7246909179012746,fit,3d,KRM
180,4366.666666666666,0.7246909179022885,fit,3d,KRM
181,4400.0,0.72469091790406,fit,3d,KRM
182,4416.666666666667,0.7246909179048323,fit,3d,KRM
183,4433.333333333334,0.7246909179055376,fit,3d,KRM
184,4466.666666666667,0.7246909179067701,fit,3d,KRM
185,4483.333333333333,0.7246909179073073,fit,3d,KRM
186,4516.666666666667,0.724690917908246,fit,3d,KRM
187,4583.333333333333,0.7246909179096821,fit,3d,KRM
188,4616.666666666666,0.7246909179102268,fit,3d,KRM
189,4633.333333333334,0.7246909179104642,fit,3d,KRM
190,4650.0,0.7246909179106811,fit,3d,KRM
191,4683.333333333334,0.72469091791106,fit,3d,KRM
192,4700.0,0.7246909179112252,fit,3d,KRM
193,4733.333333333333,0.7246909179115137,fit,3d,KRM
194,4750.0,0.7246909179116396,fit,3d,KRM
195,4783.333333333333,0.7246909179118595,fit,3d,KRM
196,4800.0,0.7246909179119553,fit,3d,KRM
197,4866.666666666666,0.7246909179122625,fit,3d,KRM
198,4900.0,0.7246909179123789,fit,3d,KRM
199,4916.666666666667,0.7246909179124297,fit,3d,KRM
200,4950.0,0.7246909179125185,fit,3d,KRM
201,4966.666666666667,0.7246909179125571,fit,3d,KRM
202,4983.333333333333,0.7246909179125924,fit,3d,KRM
203,5016.666666666667,0.7246909179126542,fit,3d,KRM
204,5033.333333333333,0.7246909179126811,fit,3d,KRM
205,5066.666666666666,0.7246909179127281,fit,3d,KRM
206,5083.333333333333,0.7246909179127486,fit,3d,KRM
207,5150.0,0.7246909179128144,fit,3d,KRM
208,5183.333333333334,0.7246909179128392,fit,3d,KRM
