,subj,dotmode,di,dur,x,y,ntrials
0,krm,2d,0,0,0.03,0.5997464744097607,6311.0
1,krm,2d,0,0,0.06,0.6908888535538241,6289.0
2,krm,2d,0,0,0.12,0.7992063492063493,6300.0
3,krm,2d,0,0,0.25,0.8879103282626101,6245.0
4,krm,2d,0,0,0.5,0.963808025177026,6355.0
5,krm,3d,0,0,0.03,0.5402572653644593,6297.0
6,krm,3d,0,0,0.06,0.5810073788899583,6234.0
7,krm,3d,0,0,0.12,0.6117886178861789,6396.0
8,krm,3d,0,0,0.25,0.6967109424414927,6324.0
9,krm,3d,0,0,0.5,0.8065290446471436,6249.0
