,subj,dotmode,di,dur,x,y,ntrials
94,ALL,2d,19,3.566666666666667,0.5,1.0,321.0
95,ALL,2d,20,4.616666666666666,0.03,0.6827794561933535,331.0
96,ALL,2d,20,4.616666666666666,0.06,0.8677248677248677,378.0
97,ALL,2d,20,4.616666666666666,0.12,0.9144254278728606,409.0
98,ALL,2d,20,4.616666666666666,0.25,1.0,357.0
99,ALL,2d,20,4.616666666666666,0.5,1.0,392.0
100,ALL,3d,1,0.03333333333333333,0.03,0.551063829787234,940.0
101,ALL,3d,1,0.03333333333333333,0.06,0.4621212121212121,924.0
102,ALL,3d,1,0.03333333333333333,0.12,0.46844919786096256,935.0
103,ALL,3d,1,0.03333333333333333,0.25,0.5192507804370448,961.0
104,ALL,3d,1,0.03333333333333333,0.5,0.511318242343542,751.0
105,ALL,3d,2,0.05,0.03,0.5113732097725358,1187.0
106,ALL,3d,2,0.05,0.06,0.5097173144876325,1132.0
107,ALL,3d,2,0.05,0.12,0.5506391347099312,1017.0
108,ALL,3d,2,0.05,0.25,0.5078206465067779,959.0
109,ALL,3d,2,0.05,0.5,0.6022944550669216,1046.0
110,ALL,3d,3,0.06666666666666667,0.03,0.5224032586558045,982.0
111,ALL,3d,3,0.06666666666666667,0.06,0.49739311783107404,959.0
112,ALL,3d,3,0.06666666666666667,0.12,0.5374493927125507,988.0
113,ALL,3d,3,0.06666666666666667,0.25,0.5562700964630225,933.0
114,ALL,3d,3,0.06666666666666667,0.5,0.6205128205128205,780.0
115,ALL,3d,4,0.08333333333333333,0.03,0.5262543757292882,857.0
116,ALL,3d,4,0.08333333333333333,0.06,0.5347313237221494,763.0
117,ALL,3d,4,0.08333333333333333,0.12,0.5598455598455598,777.0
118,ALL,3d,4,0.08333333333333333,0.25,0.6587982832618026,932.0
119,ALL,3d,4,0.08333333333333333,0.5,0.7206020696142992,1063.0
120,ALL,3d,5,0.1,0.03,0.5040650406504065,1476.0
121,ALL,3d,5,0.1,0.06,0.4757142857142857,1400.0
122,ALL,3d,5,0.1,0.12,0.5793539325842697,1424.0
123,ALL,3d,5,0.1,0.25,0.669310071371927,1261.0
124,ALL,3d,5,0.1,0.5,0.7950889077053345,1181.0
125,ALL,3d,6,0.13333333333333333,0.03,0.5653061224489796,980.0
126,ALL,3d,6,0.13333333333333333,0.06,0.6261682242990654,1177.0
127,ALL,3d,6,0.13333333333333333,0.12,0.6166965888689407,1114.0
128,ALL,3d,6,0.13333333333333333,0.25,0.7362132352941176,1088.0
129,ALL,3d,6,0.13333333333333333,0.5,0.8105263157894737,1045.0
130,ALL,3d,7,0.16666666666666666,0.03,0.5474516695957821,1138.0
131,ALL,3d,7,0.16666666666666666,0.06,0.6169844020797227,1154.0
132,ALL,3d,7,0.16666666666666666,0.12,0.6387987012987013,1232.0
133,ALL,3d,7,0.16666666666666666,0.25,0.7744082840236687,1352.0
134,ALL,3d,7,0.16666666666666666,0.5,0.8439667128987517,1442.0
135,ALL,3d,8,0.21666666666666667,0.03,0.4936014625228519,1094.0
136,ALL,3d,8,0.21666666666666667,0.06,0.5943562610229277,1134.0
137,ALL,3d,8,0.21666666666666667,0.12,0.6823027718550106,938.0
138,ALL,3d,8,0.21666666666666667,0.25,0.8002336448598131,856.0
139,ALL,3d,8,0.21666666666666667,0.5,0.8717948717948718,819.0
140,ALL,3d,9,0.26666666666666666,0.03,0.5687702265372169,1236.0
141,ALL,3d,9,0.26666666666666666,0.06,0.6381104883907126,1249.0
142,ALL,3d,9,0.26666666666666666,0.12,0.6649016641452344,1322.0
143,ALL,3d,9,0.26666666666666666,0.25,0.8298387096774194,1240.0
144,ALL,3d,9,0.26666666666666666,0.5,0.9330289193302892,1314.0
145,ALL,3d,10,0.35,0.03,0.5630699088145896,1316.0
146,ALL,3d,10,0.35,0.06,0.5641966250917094,1363.0
147,ALL,3d,10,0.35,0.12,0.6716947648624667,1127.0
148,ALL,3d,10,0.35,0.25,0.8386801099908341,1091.0
149,ALL,3d,10,0.35,0.5,0.9340369393139841,1137.0
150,ALL,3d,11,0.45,0.03,0.5051903114186851,1156.0
151,ALL,3d,11,0.45,0.06,0.6295971978984238,1142.0
152,ALL,3d,11,0.45,0.12,0.6928374655647382,1452.0
153,ALL,3d,11,0.45,0.25,0.8291605301914581,1358.0
154,ALL,3d,11,0.45,0.5,0.9574979951884522,1247.0
155,ALL,3d,12,0.5833333333333334,0.03,0.5664221678891606,1227.0
156,ALL,3d,12,0.5833333333333334,0.06,0.6623963828183873,1327.0
157,ALL,3d,12,0.5833333333333334,0.12,0.7208756841282252,1279.0
158,ALL,3d,12,0.5833333333333334,0.25,0.8304635761589404,1510.0
159,ALL,3d,12,0.5833333333333334,0.5,0.9562764456981664,1418.0
160,ALL,3d,13,0.7666666666666667,0.03,0.6114790286975718,1359.0
161,ALL,3d,13,0.7666666666666667,0.06,0.6078595317725752,1196.0
162,ALL,3d,13,0.7666666666666667,0.12,0.6858813700918964,1197.0
163,ALL,3d,13,0.7666666666666667,0.25,0.902591599642538,1119.0
164,ALL,3d,13,0.7666666666666667,0.5,0.9436860068259386,1172.0
165,ALL,3d,14,0.9833333333333333,0.03,0.573170731707317,902.0
166,ALL,3d,14,0.9833333333333333,0.06,0.5898931000971818,1029.0
167,ALL,3d,14,0.9833333333333333,0.12,0.7576335877862596,1048.0
168,ALL,3d,14,0.9833333333333333,0.25,0.8645640074211502,1078.0
169,ALL,3d,14,0.9833333333333333,0.5,0.9459671104150352,1277.0
170,ALL,3d,15,1.2666666666666666,0.03,0.6557377049180327,244.0
171,ALL,3d,15,1.2666666666666666,0.06,0.6139705882352942,272.0
172,ALL,3d,15,1.2666666666666666,0.12,0.7255520504731862,317.0
173,ALL,3d,15,1.2666666666666666,0.25,0.8587896253602305,347.0
174,ALL,3d,15,1.2666666666666666,0.5,0.9541284403669725,327.0
175,ALL,3d,16,1.65,0.03,0.3274336283185841,113.0
176,ALL,3d,16,1.65,0.06,0.7280701754385965,114.0
177,ALL,3d,16,1.65,0.12,0.7976190476190477,84.0
178,ALL,3d,16,1.65,0.25,0.9692307692307692,65.0
179,ALL,3d,16,1.65,0.5,0.96875,96.0
180,ALL,3d,17,2.1333333333333333,0.03,0.6050420168067226,119.0
181,ALL,3d,17,2.1333333333333333,0.06,0.6607142857142857,112.0
182,ALL,3d,17,2.1333333333333333,0.12,0.802547770700637,157.0
183,ALL,3d,17,2.1333333333333333,0.25,0.9191176470588235,136.0
184,ALL,3d,17,2.1333333333333333,0.5,0.9834710743801653,121.0
185,ALL,3d,18,2.75,0.03,0.5549132947976878,173.0
186,ALL,3d,18,2.75,0.06,0.6089743589743589,156.0
187,ALL,3d,18,2.75,0.12,0.6451612903225806,155.0
188,ALL,3d,18,2.75,0.25,0.967741935483871,155.0
189,ALL,3d,18,2.75,0.5,0.9748427672955975,159.0
190,ALL,3d,19,3.566666666666667,0.03,0.6629213483146067,178.0
191,ALL,3d,19,3.566666666666667,0.06,0.6649746192893401,197.0
192,ALL,3d,19,3.566666666666667,0.12,0.7821782178217822,202.0
193,ALL,3d,19,3.566666666666667,0.25,0.8884120171673819,233.0
194,ALL,3d,19,3.566666666666667,0.5,0.9169960474308301,253.0
195,ALL,3d,20,4.616666666666666,0.03,0.569811320754717,265.0
196,ALL,3d,20,4.616666666666666,0.06,0.6,285.0
197,ALL,3d,20,4.616666666666666,0.12,0.8144329896907216,291.0
198,ALL,3d,20,4.616666666666666,0.25,0.893687707641196,301.0
199,ALL,3d,20,4.616666666666666,0.5,0.9591836734693877,294.0
