,A,B,T,bi,dotmode,coh,subj
36,0.9188612215066507,0.5,119.18379378223648,36,2d,0.12,ALL
37,0.9128172030367367,0.5,110.86814661495374,37,2d,0.12,ALL
38,0.9267981940326506,0.5,134.15258643616855,38,2d,0.12,ALL
39,0.9221677909231276,0.5,120.9614389461747,39,2d,0.12,ALL
40,0.9203629936149664,0.5,117.98401320402265,40,2d,0.12,ALL
41,0.9208980362054092,0.5,117.36897218564906,41,2d,0.12,ALL
42,0.9150034710442293,0.5,111.91939583768169,42,2d,0.12,ALL
43,0.9149141939215828,0.5,116.52965733182764,43,2d,0.12,ALL
44,0.9158509708865397,0.5,111.66801150302788,44,2d,0.12,ALL
45,0.9164186163068642,0.5,119.15290669273723,45,2d,0.12,ALL
46,0.9256139182071464,0.5,132.5337993399594,46,2d,0.12,ALL
47,0.9173457555518569,0.5,107.07850742111891,47,2d,0.12,ALL
48,0.9182152377910899,0.5,121.0600445183214,48,2d,0.12,ALL
49,0.9185557753928546,0.5,134.9918280728577,49,2d,0.12,ALL
0,0.8792617429416286,0.5,129.48112470130653,0,3d,0.25,ALL
1,0.8821808688891495,0.5,126.80067851787167,1,3d,0.25,ALL
2,0.8763518825995293,0.5,120.94303767019215,2,3d,0.25,ALL
3,0.886037878185454,0.5,142.81597911755486,3,3d,0.25,ALL
4,0.8802680087961785,0.5,115.97337608288527,4,3d,0.25,ALL
5,0.8863417163542625,0.5,143.64980329514864,5,3d,0.25,ALL
6,0.8814052815849739,0.5,127.98297473667701,6,3d,0.25,ALL
7,0.8777629422695122,0.5,128.44651436644187,7,3d,0.25,ALL
8,0.8791665055068457,0.5,138.51102795638923,8,3d,0.25,ALL
9,0.8768299369732538,0.5,134.67603307294394,9,3d,0.25,ALL
10,0.8771785008962286,0.5,119.38339656590388,10,3d,0.25,ALL
11,0.883978929244377,0.5,125.53512850811023,11,3d,0.25,ALL
12,0.8741352723735111,0.5,118.8494635638852,12,3d,0.25,ALL
13,0.8779291172117812,0.5,130.7643269550196,13,3d,0.25,ALL
14,0.8877746220129165,0.5,143.68725253803728,14,3d,0.25,ALL
15,0.8736858741761603,0.5,120.48933062183409,15,3d,0.25,ALL
16,0.8768878008420771,0.5,119.13168760627754,16,3d,0.25,ALL
17,0.8864059591811609,0.5,138.3949708531709,17,3d,0.25,ALL
18,0.8769607221769008,0.5,129.3477011114576,18,3d,0.25,ALL
19,0.879120352176082,0.5,117.57733122214204,19,3d,0.25,ALL
20,0.8892124358971187,0.5,132.31594839572915,20,3d,0.25,ALL
21,0.8788212425772476,0.5,123.90612163171694,21,3d,0.25,ALL
22,0.8772733405201721,0.5,128.01282164696346,22,3d,0.25,ALL
23,0.8761642568684433,0.5,131.28750049674605,23,3d,0.25,ALL
24,0.880980785034975,0.5,133.72929938905472,24,3d,0.25,ALL
25,0.8894949275925529,0.5,140.7439114166633,25,3d,0.25,ALL
26,0.8833463214145109,0.5,123.95925226333185,26,3d,0.25,ALL
27,0.881652928368045,0.5,140.634065246508,27,3d,0.25,ALL
28,0.8756789543143314,0.5,125.45050496824813,28,3d,0.25,ALL
29,0.8782504789683658,0.5,121.19298732680792,29,3d,0.25,ALL
30,0.8709681197933509,0.5,127.4126909841915,30,3d,0.25,ALL
31,0.878245937317493,0.5,130.7634502830071,31,3d,0.25,ALL
32,0.882166282039072,0.5,126.74538604815689,32,3d,0.25,ALL
33,0.8843210079692757,0.5,132.71265107778615,33,3d,0.25,ALL
34,0.8807440239585035,0.5,127.50200068381402,34,3d,0.25,ALL
35,0.8823843146282546,0.5,135.6110859046032,35,3d,0.25,ALL
36,0.8773616207267229,0.5,124.60713662677715,36,3d,0.25,ALL
37,0.8823916395727226,0.5,134.7197606791032,37,3d,0.25,ALL
38,0.8798451173574163,0.5,127.82063018376493,38,3d,0.25,ALL
39,0.8916995981057222,0.5,149.84810998289225,39,3d,0.25,ALL
40,0.8841641022577514,0.5,135.62745538661562,40,3d,0.25,ALL
41,0.8960658956505082,0.5,154.97972277763785,41,3d,0.25,ALL
42,0.8801092164437777,0.5,136.16410384725293,42,3d,0.25,ALL
43,0.8837343352476569,0.5,126.69102644611503,43,3d,0.25,ALL
44,0.8727526463534815,0.5,116.46926160867976,44,3d,0.25,ALL
45,0.8726308260771349,0.5,122.86227091194698,45,3d,0.25,ALL
46,0.8789132840710783,0.5,124.57801713821918,46,3d,0.25,ALL
47,0.8760064269778819,0.5,122.38871834411724,47,3d,0.25,ALL
48,0.8936286195787614,0.5,155.850851419033,48,3d,0.25,ALL
49,0.8758886217849512,0.5,130.75179763801,49,3d,0.25,ALL
0,0.6286167950041065,0.5,88.45341444708039,0,3d,0.06,ALL
1,0.6269246350317975,0.5,103.97435106109079,1,3d,0.06,ALL
2,0.6206196713459315,0.5,104.17891085192016,2,3d,0.06,ALL
3,0.6308518213527526,0.5,103.76985001886646,3,3d,0.06,ALL
4,0.6294687990359038,0.5,103.80881900121332,4,3d,0.06,ALL
5,0.6250315651923305,0.5,78.70742392825422,5,3d,0.06,ALL
6,0.6289498358849688,0.5,95.68449534449418,6,3d,0.06,ALL
7,0.6281610079310043,0.5,103.85541811535788,7,3d,0.06,ALL
8,0.624909956416114,0.5,103.95048767150877,8,3d,0.06,ALL
9,0.6137646471553078,0.5,89.98833544260887,9,3d,0.06,ALL
10,0.6289967640807429,0.5,103.85621141283545,10,3d,0.06,ALL
11,0.624019875884439,0.5,103.9851199621937,11,3d,0.06,ALL
12,0.6200580684106557,0.5,78.15788079877285,12,3d,0.06,ALL
13,0.6240497542215251,0.5,89.9156852437418,13,3d,0.06,ALL
14,0.6195969605661094,0.5,65.57589872045895,14,3d,0.06,ALL
15,0.6306858142664518,0.5,87.45952174175582,15,3d,0.06,ALL
16,0.6305711438957903,0.5,85.12002718312255,16,3d,0.06,ALL
17,0.6347382606465298,0.5,94.39786248795251,17,3d,0.06,ALL
18,0.6287926218643473,0.5,88.04107951243274,18,3d,0.06,ALL
19,0.6270255583879006,0.5,86.68797786234056,19,3d,0.06,ALL
20,0.6301731556946466,0.5,103.77150644290865,20,3d,0.06,ALL
21,0.6211157463603961,0.5,104.19851711391836,21,3d,0.06,ALL
22,0.62439232936335,0.5,103.95474952032083,22,3d,0.06,ALL
23,0.6240906478180457,0.5,104.04787535196364,23,3d,0.06,ALL
24,0.6345605810311298,0.5,103.58000280228674,24,3d,0.06,ALL
25,0.6115058629381614,0.5,54.35690209961821,25,3d,0.06,ALL
26,0.6284423155927157,0.5,103.8605080062935,26,3d,0.06,ALL
27,0.6312596287852499,0.5,137.09252682240927,27,3d,0.06,ALL
28,0.6280609195149521,0.5,103.86280635669259,28,3d,0.06,ALL
29,0.6297263813321412,0.5,115.9080470574638,29,3d,0.06,ALL
30,0.6285674563217793,0.5,103.79088774458185,30,3d,0.06,ALL
31,0.6275492147145689,0.5,84.47184631393779,31,3d,0.06,ALL
32,0.6192843115296263,0.5,74.76324917308266,32,3d,0.06,ALL
33,0.6230678643067702,0.5,104.10406358382907,33,3d,0.06,ALL
34,0.6292496099577457,0.5,103.96959102405604,34,3d,0.06,ALL
35,0.6281874491431299,0.5,103.77011316317302,35,3d,0.06,ALL
36,0.6195662479076104,0.5,59.02471584149402,36,3d,0.06,ALL
37,0.6325955296200286,0.5,103.70874767648134,37,3d,0.06,ALL
38,0.6291553951169335,0.5,103.77489927095007,38,3d,0.06,ALL
39,0.629927355378059,0.5,103.77090280136733,39,3d,0.06,ALL
40,0.6200342161964618,0.5,104.33327479887949,40,3d,0.06,ALL
41,0.6236101612054719,0.5,82.69313034872472,41,3d,0.06,ALL
42,0.6200064253535794,0.5,79.83404200091496,42,3d,0.06,ALL
43,0.6302356395591725,0.5,103.73594719759443,43,3d,0.06,ALL
44,0.6213220604760424,0.5,89.44627841378431,44,3d,0.06,ALL
45,0.6233318658541007,0.5,78.44956988350765,45,3d,0.06,ALL
46,0.6327639514942837,0.5,95.11606111004633,46,3d,0.06,ALL
47,0.6277941961548221,0.5,103.91314379266272,47,3d,0.06,ALL
48,0.6084027589737347,0.5,65.44258385181719,48,3d,0.06,ALL
49,0.6251528845029406,0.5,87.41732606277792,49,3d,0.06,ALL
