,A,B,T,bi,dotmode,coh,subj
19,0.6459906420147447,0.5,86.80329582120612,19,2d,0.03,ALL
20,0.6718066781975186,0.5,247.65945951403816,20,2d,0.03,ALL
21,0.6717093418409888,0.5,217.50123042239184,21,2d,0.03,ALL
22,0.6507311115861188,0.5,201.737426716842,22,2d,0.03,ALL
23,0.6684321826601101,0.5,254.25289028935254,23,2d,0.03,ALL
24,0.6623314456155496,0.5,164.5343378422311,24,2d,0.03,ALL
25,0.6525502585462011,0.5,178.07104579225137,25,2d,0.03,ALL
26,0.6522378848500737,0.5,169.20116878877522,26,2d,0.03,ALL
27,0.6688130798021995,0.5,256.48935468132237,27,2d,0.03,ALL
28,0.6896094471026228,0.5,312.8853006495044,28,2d,0.03,ALL
29,0.6494944653804957,0.5,136.3383122336842,29,2d,0.03,ALL
30,0.6722927008725874,0.5,287.6449819024912,30,2d,0.03,ALL
31,0.6836747530309364,0.5,360.196018102892,31,2d,0.03,ALL
32,0.6486576097907177,0.5,129.81108903820254,32,2d,0.03,ALL
33,0.6602794864270823,0.5,203.29398066939885,33,2d,0.03,ALL
34,0.6497258382312837,0.5,145.78868522192886,34,2d,0.03,ALL
35,0.6617544498111764,0.5,202.239586993642,35,2d,0.03,ALL
36,0.6825499149683415,0.5,304.03420519250557,36,2d,0.03,ALL
37,0.6527006171773566,0.5,143.02225192786923,37,2d,0.03,ALL
38,0.6381921360815922,0.5,104.19355351718116,38,2d,0.03,ALL
39,0.6518700089429363,0.5,186.66372250129857,39,2d,0.03,ALL
40,0.6731339067533759,0.5,264.1051122052201,40,2d,0.03,ALL
41,0.6784771015316066,0.5,271.9433581332247,41,2d,0.03,ALL
42,0.6851839516546038,0.5,320.6341813008393,42,2d,0.03,ALL
43,0.6528275664783886,0.5,129.29209441897453,43,2d,0.03,ALL
44,0.653228980758658,0.5,227.86022106066477,44,2d,0.03,ALL
45,0.6854128463426346,0.5,309.25298582629995,45,2d,0.03,ALL
46,0.6502810319559577,0.5,164.46443933252124,46,2d,0.03,ALL
47,0.6861142535572538,0.5,372.9027216477591,47,2d,0.03,ALL
48,0.6910640481190156,0.5,337.10510435333373,48,2d,0.03,ALL
49,0.6680982971411337,0.5,265.62194699901784,49,2d,0.03,ALL
0,0.9192726971342401,0.5,118.4910925440845,0,2d,0.12,ALL
1,0.91135230975338,0.5,107.81573444334154,1,2d,0.12,ALL
2,0.9141514026625621,0.5,112.20098150542508,2,2d,0.12,ALL
3,0.9089358644965205,0.5,108.24989986807516,3,2d,0.12,ALL
4,0.9130301491374473,0.5,110.80250510790792,4,2d,0.12,ALL
5,0.9144647927019451,0.5,115.42031597726023,5,2d,0.12,ALL
6,0.9182103230341627,0.5,124.390924309812,6,2d,0.12,ALL
7,0.9180885299869451,0.5,113.91752615611477,7,2d,0.12,ALL
8,0.9270387799086022,0.5,123.33262128348662,8,2d,0.12,ALL
9,0.9220803007243399,0.5,132.78069580144015,9,2d,0.12,ALL
10,0.9134753623184662,0.5,115.70165677726767,10,2d,0.12,ALL
11,0.9140739103988703,0.5,118.32077670986091,11,2d,0.12,ALL
12,0.9213937267312262,0.5,113.66725802796009,12,2d,0.12,ALL
13,0.9096788791274439,0.5,101.38511412519891,13,2d,0.12,ALL
14,0.9202491710119434,0.5,113.96171721871583,14,2d,0.12,ALL
15,0.916125310534837,0.5,112.07443484276185,15,2d,0.12,ALL
16,0.9188051362768664,0.5,128.33797570145336,16,2d,0.12,ALL
17,0.9137677207246984,0.5,109.89230112343417,17,2d,0.12,ALL
18,0.9190750108659873,0.5,111.22816705258465,18,2d,0.12,ALL
19,0.9225488693707568,0.5,113.81965062367797,19,2d,0.12,ALL
20,0.9247325725335352,0.5,122.38489346703767,20,2d,0.12,ALL
21,0.9129511227359316,0.5,111.53542089557641,21,2d,0.12,ALL
22,0.9146322519045115,0.5,106.39854014361325,22,2d,0.12,ALL
23,0.9194653768596803,0.5,113.69216557833086,23,2d,0.12,ALL
24,0.9232785845619204,0.5,118.80115059494945,24,2d,0.12,ALL
25,0.9212817139288413,0.5,129.75151622149838,25,2d,0.12,ALL
26,0.919143152861342,0.5,117.92189793782262,26,2d,0.12,ALL
27,0.9236521482388662,0.5,121.23141328951144,27,2d,0.12,ALL
28,0.9222207063509438,0.5,115.02932031409784,28,2d,0.12,ALL
29,0.9124218322337176,0.5,108.8163860192351,29,2d,0.12,ALL
30,0.9146372545749416,0.5,118.27738438287729,30,2d,0.12,ALL
31,0.9231659854750278,0.5,125.99235562798864,31,2d,0.12,ALL
32,0.9161155978085979,0.5,109.82363431410477,32,2d,0.12,ALL
33,0.9186734957705536,0.5,115.26344693062168,33,2d,0.12,ALL
34,0.9169425852313254,0.5,112.3508606581426,34,2d,0.12,ALL
35,0.9104596964333566,0.5,101.38877126814148,35,2d,0.12,ALL
