,di,is_bin_or_fit,ntrials,xs,ys,dotmode,coh,subj
8,8.0,fit,,166.66666666666666,0.8704124705983489,3d,0.5,ALL
9,9.0,fit,,183.33333333333331,0.8865413037766061,3d,0.5,ALL
10,9.0,fit,,200.0,0.899742079820662,3d,0.5,ALL
11,10.0,fit,,216.66666666666669,0.9105463634436233,3d,0.5,ALL
12,10.0,fit,,233.33333333333334,0.9193892181527563,3d,0.5,ALL
13,10.0,fit,,250.0,0.9266267252504646,3d,0.5,ALL
14,11.0,fit,,266.6666666666667,0.9325503224045915,3d,0.5,ALL
15,11.0,fit,,283.3333333333333,0.937398539169103,3d,0.5,ALL
16,11.0,fit,,300.0,0.9413666020174205,3d,0.5,ALL
17,11.0,fit,,316.66666666666663,0.9446142956608758,3d,0.5,ALL
18,12.0,fit,,333.3333333333333,0.9472723972093966,3d,0.5,ALL
19,12.0,fit,,350.0,0.9494479422631877,3d,0.5,ALL
20,12.0,fit,,366.66666666666663,0.95122853498874,3d,0.5,ALL
21,12.0,fit,,383.33333333333337,0.952685875735954,3d,0.5,ALL
22,12.0,fit,,400.0,0.9538786482453617,3d,0.5,ALL
23,13.0,fit,,416.6666666666667,0.9548548827066012,3d,0.5,ALL
24,13.0,fit,,433.33333333333337,0.9556538898230419,3d,0.5,ALL
25,13.0,fit,,450.0,0.9563078437628693,3d,0.5,ALL
26,13.0,fit,,466.6666666666667,0.9568430777384074,3d,0.5,ALL
27,13.0,fit,,483.3333333333333,0.9572811443836606,3d,0.5,ALL
28,14.0,fit,,500.0,0.9576396836290262,3d,0.5,ALL
29,14.0,fit,,516.6666666666667,0.9579331330204834,3d,0.5,ALL
30,14.0,fit,,533.3333333333334,0.9581733090861714,3d,0.5,ALL
31,14.0,fit,,550.0,0.958369883160641,3d,0.5,ALL
32,14.0,fit,,566.6666666666666,0.9585307708271238,3d,0.5,ALL
33,14.0,fit,,583.3333333333334,0.9586624506597575,3d,0.5,ALL
34,14.0,fit,,600.0,0.958770225100779,3d,0.5,ALL
35,15.0,fit,,616.6666666666667,0.958858433977607,3d,0.5,ALL
36,15.0,fit,,633.3333333333333,0.9589306292576519,3d,0.5,ALL
37,15.0,fit,,650.0,0.9589897180778275,3d,0.5,ALL
38,15.0,fit,,666.6666666666666,0.9590380798082282,3d,0.5,ALL
39,15.0,fit,,683.3333333333334,0.959077661863859,3d,0.5,ALL
40,15.0,fit,,700.0,0.9591100581225327,3d,0.5,ALL
41,15.0,fit,,716.6666666666666,0.9591365731066416,3d,0.5,ALL
42,15.0,fit,,733.3333333333333,0.9591582745132569,3d,0.5,ALL
43,15.0,fit,,750.0,0.9591760362078199,3d,0.5,ALL
44,16.0,fit,,766.6666666666667,0.9591905734126814,3d,0.5,ALL
45,16.0,fit,,783.3333333333334,0.9592024715074514,3d,0.5,ALL
46,16.0,fit,,800.0,0.9592122096008815,3d,0.5,ALL
47,16.0,fit,,816.6666666666666,0.9592201798234665,3d,0.5,ALL
48,16.0,fit,,833.3333333333334,0.9592267031176319,3d,0.5,ALL
49,16.0,fit,,850.0,0.959232042161343,3d,0.5,ALL
50,16.0,fit,,866.6666666666667,0.9592364119455387,3d,0.5,ALL
51,16.0,fit,,883.3333333333333,0.9592399884313199,3d,0.5,ALL
52,16.0,fit,,900.0,0.9592429156354952,3d,0.5,ALL
53,16.0,fit,,916.6666666666666,0.9592453114298051,3d,0.5,ALL
54,17.0,fit,,933.3333333333334,0.9592472722873441,3d,0.5,ALL
55,17.0,fit,,950.0,0.9592488771673091,3d,0.5,ALL
56,17.0,fit,,966.6666666666666,0.9592501906945036,3d,0.5,ALL
57,17.0,fit,,983.3333333333333,0.959251265761629,3d,0.5,ALL
58,17.0,fit,,1000.0,0.9592521456591516,3d,0.5,ALL
59,17.0,fit,,1033.3333333333335,0.9592534552388526,3d,0.5,ALL
60,17.0,fit,,1050.0,0.9592539376547761,3d,0.5,ALL
61,17.0,fit,,1066.6666666666667,0.9592543324920525,3d,0.5,ALL
62,17.0,fit,,1083.3333333333333,0.9592546556498658,3d,0.5,ALL
63,17.0,fit,,1100.0,0.9592549201410334,3d,0.5,ALL
64,17.0,fit,,1116.6666666666667,0.9592551366160029,3d,0.5,ALL
65,17.0,fit,,1133.3333333333333,0.9592553137917205,3d,0.5,ALL
66,18.0,fit,,1150.0,0.9592554588026423,3d,0.5,ALL
67,18.0,fit,,1166.6666666666667,0.9592555774880228,3d,0.5,ALL
68,18.0,fit,,1183.3333333333333,0.9592556746270477,3d,0.5,ALL
69,18.0,fit,,1200.0,0.9592557541312808,3d,0.5,ALL
70,18.0,fit,,1216.6666666666665,0.9592558192021737,3d,0.5,ALL
71,18.0,fit,,1250.0,0.9592559160492704,3d,0.5,ALL
72,18.0,fit,,1283.3333333333335,0.9592559809246082,3d,0.5,ALL
73,18.0,fit,,1316.6666666666667,0.9592560243829007,3d,0.5,ALL
74,18.0,fit,,1333.3333333333333,0.9592560403918327,3d,0.5,ALL
75,18.0,fit,,1350.0,0.9592560534944745,3d,0.5,ALL
76,18.0,fit,,1366.6666666666667,0.9592560642184395,3d,0.5,ALL
77,18.0,fit,,1383.3333333333333,0.9592560729955566,3d,0.5,ALL
78,19.0,fit,,1400.0,0.9592560801792603,3d,0.5,ALL
79,19.0,fit,,1416.6666666666667,0.9592560860588216,3d,0.5,ALL
80,19.0,fit,,1483.3333333333335,0.959256100671453,3d,0.5,ALL
81,19.0,fit,,1633.3333333333333,0.9592561106057954,3d,0.5,ALL
82,19.0,fit,,1650.0,0.9592561109616693,3d,0.5,ALL
83,19.0,fit,,1666.6666666666667,0.9592561112529372,3d,0.5,ALL
84,19.0,fit,,1700.0,0.9592561116864405,3d,0.5,ALL
85,20.0,fit,,1916.6666666666667,0.9592561125010298,3d,0.5,ALL
86,20.0,fit,,1933.3333333333333,0.9592561125128395,3d,0.5,ALL
87,20.0,fit,,1966.6666666666665,0.9592561125304162,3d,0.5,ALL
88,20.0,fit,,1983.3333333333335,0.9592561125368909,3d,0.5,ALL
89,21.0,fit,,2200.0,0.9592561125639231,3d,0.5,ALL
90,21.0,fit,,2216.666666666667,0.959256112564315,3d,0.5,ALL
91,21.0,fit,,2250.0,0.9592561125648982,3d,0.5,ALL
92,21.0,fit,,2266.6666666666665,0.9592561125651131,3d,0.5,ALL
93,21.0,fit,,2483.3333333333335,0.9592561125660102,3d,0.5,ALL
94,21.0,fit,,2516.6666666666665,0.9592561125660338,3d,0.5,ALL
95,21.0,fit,,2533.333333333333,0.9592561125660425,3d,0.5,ALL
96,21.0,fit,,2550.0,0.9592561125660496,3d,0.5,ALL
97,22.0,fit,,2766.6666666666665,0.9592561125660795,3d,0.5,ALL
98,22.0,fit,,2800.0,0.9592561125660802,3d,0.5,ALL
99,22.0,fit,,2816.666666666667,0.9592561125660805,3d,0.5,ALL
100,22.0,fit,,2850.0,0.9592561125660809,3d,0.5,ALL
101,22.0,fit,,3050.0,0.9592561125660817,3d,0.5,ALL
102,22.0,fit,,3083.3333333333335,0.9592561125660818,3d,0.5,ALL
103,22.0,fit,,3100.0,0.9592561125660818,3d,0.5,ALL
104,22.0,fit,,3133.3333333333335,0.9592561125660818,3d,0.5,ALL
105,23.0,fit,,3350.0,0.9592561125660818,3d,0.5,ALL
106,23.0,fit,,3366.6666666666665,0.9592561125660818,3d,0.5,ALL
107,23.0,fit,,3400.0,0.9592561125660818,3d,0.5,ALL
108,23.0,fit,,3416.6666666666665,0.9592561125660818,3d,0.5,ALL
109,23.0,fit,,3633.3333333333335,0.9592561125660818,3d,0.5,ALL
110,23.0,fit,,3650.0,0.9592561125660818,3d,0.5,ALL
111,23.0,fit,,3683.333333333333,0.9592561125660818,3d,0.5,ALL
112,23.0,fit,,3700.0,0.9592561125660818,3d,0.5,ALL
113,23.0,fit,,3916.6666666666665,0.9592561125660818,3d,0.5,ALL
114,23.0,fit,,3933.333333333333,0.9592561125660818,3d,0.5,ALL
115,24.0,fit,,3966.666666666667,0.9592561125660818,3d,0.5,ALL
116,24.0,fit,,3983.3333333333335,0.9592561125660818,3d,0.5,ALL
117,24.0,fit,,4200.0,0.9592561125660818,3d,0.5,ALL
118,24.0,fit,,4233.333333333333,0.9592561125660818,3d,0.5,ALL
119,24.0,fit,,4250.0,0.9592561125660818,3d,0.5,ALL
120,24.0,fit,,4266.666666666667,0.9592561125660818,3d,0.5,ALL
121,24.0,fit,,4483.333333333333,0.9592561125660818,3d,0.5,ALL
122,24.0,fit,,4516.666666666667,0.9592561125660818,3d,0.5,ALL
123,24.0,fit,,4533.333333333333,0.9592561125660818,3d,0.5,ALL
124,24.0,fit,,4566.666666666666,0.9592561125660818,3d,0.5,ALL
125,24.0,fit,,4783.333333333333,0.9592561125660818,3d,0.5,ALL
126,24.0,fit,,4800.0,0.9592561125660818,3d,0.5,ALL
127,24.0,fit,,4816.666666666666,0.9592561125660818,3d,0.5,ALL
128,24.0,fit,,4850.0,0.9592561125660818,3d,0.5,ALL
129,25.0,fit,,5066.666666666666,0.9592561125660818,3d,0.5,ALL
130,25.0,fit,,5083.333333333333,0.9592561125660818,3d,0.5,ALL
131,25.0,fit,,5116.666666666666,0.9592561125660818,3d,0.5,ALL
132,25.0,fit,,5133.333333333334,0.9592561125660818,3d,0.5,ALL
133,25.0,fit,,5350.0,0.9592561125660818,3d,0.5,ALL
134,25.0,fit,,5366.666666666666,0.9592561125660818,3d,0.5,ALL
135,25.0,fit,,5400.0,0.9592561125660818,3d,0.5,ALL
136,25.0,fit,,5416.666666666667,0.9592561125660818,3d,0.5,ALL
137,25.0,fit,,5633.333333333334,0.9592561125660818,3d,0.5,ALL
138,25.0,fit,,5650.0,0.9592561125660818,3d,0.5,ALL
139,25.0,fit,,5683.333333333334,0.9592561125660818,3d,0.5,ALL
140,25.0,fit,,5700.0,0.9592561125660818,3d,0.5,ALL
141,25.0,fit,,5916.666666666667,0.9592561125660818,3d,0.5,ALL
142,25.0,fit,,5950.0,0.9592561125660818,3d,0.5,ALL
143,25.0,fit,,5966.666666666667,0.9592561125660818,3d,0.5,ALL
144,25.0,fit,,5983.333333333333,0.9592561125660818,3d,0.5,ALL
0,1.0,bin,879.0,40.00000000000001,0.5688282138794084,3d,0.03,ALL
1,2.0,bin,1109.0,50.12785914528975,0.5058611361587015,3d,0.03,ALL
2,4.0,bin,939.0,66.69461096226564,0.5218317358892439,3d,0.03,ALL
3,5.0,bin,870.0,83.33353591698499,0.5367816091954023,3d,0.03,ALL
4,6.0,bin,800.0,100.1958384875157,0.47,3d,0.03,ALL
5,7.0,bin,1143.0,116.68188870368775,0.5144356955380578,3d,0.03,ALL
6,8.0,bin,863.0,150.01312461458272,0.5527230590961761,3d,0.03,ALL
7,9.0,bin,749.0,183.81283095738388,0.5380507343124166,3d,0.03,ALL
8,10.0,bin,1083.0,216.767903861656,0.5050784856879039,3d,0.03,ALL
9,11.0,bin,982.0,267.41035372880316,0.5224032586558045,3d,0.03,ALL
10,12.0,bin,1089.0,333.91334991057346,0.573921028466483,3d,0.03,ALL
11,13.0,bin,925.0,418.22620295452714,0.5383783783783784,3d,0.03,ALL
12,14.0,bin,1050.0,500.4942833271253,0.5533333333333333,3d,0.03,ALL
13,15.0,bin,952.0,618.2486462735641,0.5147058823529411,3d,0.03,ALL
14,16.0,bin,971.0,767.1924810001431,0.5592173017507724,3d,0.03,ALL
15,17.0,bin,1060.0,935.676204214544,0.5528301886792453,3d,0.03,ALL
16,18.0,bin,280.0,1151.67483057786,0.65,3d,0.03,ALL
17,19.0,bin,143.0,1400.6780013184991,0.6713286713286714,3d,0.03,ALL
18,20.0,bin,89.0,1754.8117154811716,0.3146067415730337,3d,0.03,ALL
19,21.0,bin,90.0,2136.4016736401672,0.5888888888888889,3d,0.03,ALL
20,22.0,bin,121.0,2637.2384937238494,0.6694214876033058,3d,0.03,ALL
21,23.0,bin,140.0,3233.47280334728,0.5571428571428572,3d,0.03,ALL
22,24.0,bin,178.0,3972.803347280335,0.7078651685393258,3d,0.03,ALL
23,25.0,bin,250.0,4879.07949790795,0.532,3d,0.03,ALL
0,1.0,fit,,33.333333333333336,0.5006224295684032,3d,0.03,ALL
1,2.0,fit,,50.0,0.503664551852924,3d,0.03,ALL
2,4.0,fit,,66.66666666666667,0.5065931664009183,3d,0.03,ALL
3,5.0,fit,,83.33333333333333,0.5094125084156577,3d,0.03,ALL
4,6.0,fit,,100.0,0.5121266550764114,3d,0.03,ALL
5,7.0,fit,,116.66666666666667,0.514739531434643,3d,0.03,ALL
6,7.0,fit,,133.33333333333334,0.5172549160902052,3d,0.03,ALL
7,8.0,fit,,150.0,0.5196764466557465,3d,0.03,ALL
8,8.0,fit,,166.66666666666666,0.5220076250172284,3d,0.03,ALL
9,9.0,fit,,183.33333333333331,0.5242518223981634,3d,0.03,ALL
10,9.0,fit,,200.0,0.5264122842348946,3d,0.03,ALL
11,10.0,fit,,216.66666666666669,0.52849213486997,3d,0.03,ALL
12,10.0,fit,,233.33333333333334,0.5304943820703967,3d,0.03,ALL
13,10.0,fit,,250.0,0.5324219213773098,3d,0.03,ALL
14,11.0,fit,,266.6666666666667,0.5342775402933475,3d,0.03,ALL
15,11.0,fit,,283.3333333333333,0.5360639223137854,3d,0.03,ALL
16,11.0,fit,,300.0,0.5377836508072619,3d,0.03,ALL
17,11.0,fit,,316.66666666666663,0.539439212751705,3d,0.03,ALL
18,12.0,fit,,333.3333333333333,0.5410330023308659,3d,0.03,ALL
19,12.0,fit,,350.0,0.542567324396656,3d,0.03,ALL
20,12.0,fit,,366.66666666666663,0.5440443978022997,3d,0.03,ALL
21,12.0,fit,,383.33333333333337,0.5454663586111188,3d,0.03,ALL
22,12.0,fit,,400.0,0.5468352631855913,3d,0.03,ALL
23,13.0,fit,,416.6666666666667,0.5481530911611513,3d,0.03,ALL
24,13.0,fit,,433.33333333333337,0.5494217483090301,3d,0.03,ALL
25,13.0,fit,,450.0,0.5506430692922792,3d,0.03,ALL
26,13.0,fit,,466.6666666666667,0.5518188203189601,3d,0.03,ALL
27,13.0,fit,,483.3333333333333,0.5529507016963385,3d,0.03,ALL
28,14.0,fit,,500.0,0.5540403502897765,3d,0.03,ALL
29,14.0,fit,,516.6666666666667,0.5550893418898779,3d,0.03,ALL
30,14.0,fit,,533.3333333333334,0.5560991934913118,3d,0.03,ALL
31,14.0,fit,,550.0,0.557071365486607,3d,0.03,ALL
32,14.0,fit,,566.6666666666666,0.5580072637780928,3d,0.03,ALL
33,14.0,fit,,583.3333333333334,0.5589082418110388,3d,0.03,ALL
34,14.0,fit,,600.0,0.5597756025309333,3d,0.03,ALL
35,15.0,fit,,616.6666666666667,0.5606106002677326,3d,0.03,ALL
36,15.0,fit,,633.3333333333333,0.5614144425498051,3d,0.03,ALL
37,15.0,fit,,650.0,0.5621882918501928,3d,0.03,ALL
38,15.0,fit,,666.6666666666666,0.5629332672677172,3d,0.03,ALL
39,15.0,fit,,683.3333333333334,0.5636504461453583,3d,0.03,ALL
40,15.0,fit,,700.0,0.5643408656282507,3d,0.03,ALL
41,15.0,fit,,716.6666666666666,0.5650055241635454,3d,0.03,ALL
42,15.0,fit,,733.3333333333333,0.5656453829443109,3d,0.03,ALL
43,15.0,fit,,750.0,0.5662613672995574,3d,0.03,ALL
44,16.0,fit,,766.6666666666667,0.5668543680323982,3d,0.03,ALL
45,16.0,fit,,783.3333333333334,0.5674252427082799,3d,0.03,ALL
46,16.0,fit,,800.0,0.5679748168951481,3d,0.03,ALL
47,16.0,fit,,833.3333333333334,0.5690132132049187,3d,0.03,ALL
48,16.0,fit,,850.0,0.5695035370001569,3d,0.03,ALL
49,16.0,fit,,866.6666666666667,0.5699755658226893,3d,0.03,ALL
50,16.0,fit,,883.3333333333333,0.5704299822949578,3d,0.03,ALL
51,16.0,fit,,900.0,0.5708674435693796,3d,0.03,ALL
52,16.0,fit,,916.6666666666666,0.5712885822786862,3d,0.03,ALL
53,17.0,fit,,933.3333333333334,0.5716940074508019,3d,0.03,ALL
54,17.0,fit,,950.0,0.5720843053895872,3d,0.03,ALL
55,17.0,fit,,966.6666666666666,0.5724600405227194,3d,0.03,ALL
56,17.0,fit,,983.3333333333333,0.5728217562179373,3d,0.03,ALL
57,17.0,fit,,1000.0,0.5731699755688303,3d,0.03,ALL
58,17.0,fit,,1016.6666666666666,0.5735052021513078,3d,0.03,ALL
59,17.0,fit,,1033.3333333333335,0.5738279207518432,3d,0.03,ALL
60,17.0,fit,,1050.0,0.5741385980685458,3d,0.03,ALL
61,17.0,fit,,1066.6666666666667,0.5744376833860746,3d,0.03,ALL
62,17.0,fit,,1083.3333333333333,0.5747256092253687,3d,0.03,ALL
63,17.0,fit,,1100.0,0.5750027919691365,3d,0.03,ALL
64,17.0,fit,,1116.6666666666667,0.5752696324640048,3d,0.03,ALL
65,17.0,fit,,1133.3333333333333,0.5755265166002018,3d,0.03,ALL
66,18.0,fit,,1150.0,0.5757738158696112,3d,0.03,ALL
67,18.0,fit,,1166.6666666666667,0.5760118879030023,3d,0.03,ALL
68,18.0,fit,,1200.0,0.5764617145630603,3d,0.03,ALL
69,18.0,fit,,1216.6666666666665,0.5766741197046075,3d,0.03,ALL
70,18.0,fit,,1233.3333333333335,0.5768785995806365,3d,0.03,ALL
71,18.0,fit,,1250.0,0.5770754498988363,3d,0.03,ALL
72,18.0,fit,,1266.6666666666665,0.5772649553334438,3d,0.03,ALL
73,18.0,fit,,1316.6666666666667,0.5777920921146377,3d,0.03,ALL
74,18.0,fit,,1350.0,0.5781115511111233,3d,0.03,ALL
75,18.0,fit,,1383.3333333333333,0.5784076155314661,3d,0.03,ALL
76,19.0,fit,,1400.0,0.5785474151714026,3d,0.03,ALL
77,19.0,fit,,1416.6666666666667,0.5786819986039642,3d,0.03,ALL
78,19.0,fit,,1433.3333333333333,0.5788115604563999,3d,0.03,ALL
79,19.0,fit,,1466.6666666666665,0.5790563618911672,3d,0.03,ALL
80,19.0,fit,,1483.3333333333335,0.5791719554920355,3d,0.03,ALL
81,19.0,fit,,1500.0,0.5792832360618143,3d,0.03,ALL
82,19.0,fit,,1716.6666666666665,0.5804030565284715,3d,0.03,ALL
83,20.0,fit,,1750.0,0.580531309747509,3d,0.03,ALL
84,20.0,fit,,1766.6666666666665,0.580591870060097,3d,0.03,ALL
85,20.0,fit,,1800.0,0.5807062961132353,3d,0.03,ALL
86,20.0,fit,,2016.6666666666665,0.5812710877590078,3d,0.03,ALL
87,20.0,fit,,2033.3333333333333,0.5813040454574456,3d,0.03,ALL
88,20.0,fit,,2050.0,0.5813357734374827,3d,0.03,ALL
89,20.0,fit,,2083.3333333333335,0.5813957220634811,3d,0.03,ALL
90,21.0,fit,,2300.0,0.5816916204381157,3d,0.03,ALL
91,21.0,fit,,2316.666666666667,0.5817088872115753,3d,0.03,ALL
92,21.0,fit,,2350.0,0.5817415120223299,3d,0.03,ALL
93,21.0,fit,,2366.6666666666665,0.5817569172398539,3d,0.03,ALL
94,21.0,fit,,2583.3333333333335,0.5819119405104116,3d,0.03,ALL
95,21.0,fit,,2600.0,0.5819209866962753,3d,0.03,ALL
96,22.0,fit,,2633.3333333333335,0.5819380790675015,3d,0.03,ALL
97,22.0,fit,,2650.0,0.581946149970923,3d,0.03,ALL
98,22.0,fit,,2866.6666666666665,0.5820273677689055,3d,0.03,ALL
99,22.0,fit,,2883.3333333333335,0.58203210713025,3d,0.03,ALL
100,22.0,fit,,2916.6666666666665,0.5820410619455387,3d,0.03,ALL
101,22.0,fit,,2933.333333333333,0.5820452903494503,3d,0.03,ALL
102,22.0,fit,,3150.0,0.5820878409335362,3d,0.03,ALL
103,22.0,fit,,3183.333333333333,0.5820927142588088,3d,0.03,ALL
104,22.0,fit,,3200.0,0.5820950154104217,3d,0.03,ALL
105,23.0,fit,,3233.3333333333335,0.5820993633354157,3d,0.03,ALL
106,23.0,fit,,3433.333333333333,0.5821195232561364,3d,0.03,ALL
107,23.0,fit,,3466.666666666667,0.5821220764260319,3d,0.03,ALL
108,23.0,fit,,3483.3333333333335,0.5821232820157872,3d,0.03,ALL
109,23.0,fit,,3516.6666666666665,0.5821255599247265,3d,0.03,ALL
110,23.0,fit,,3733.3333333333335,0.5821368033776242,3d,0.03,ALL
111,23.0,fit,,3750.0,0.5821374594750236,3d,0.03,ALL
112,23.0,fit,,3766.6666666666665,0.5821380910921018,3d,0.03,ALL
113,23.0,fit,,3800.0,0.5821392845048545,3d,0.03,ALL
114,24.0,fit,,4016.6666666666665,0.582145175030082,3d,0.03,ALL
115,24.0,fit,,4033.333333333333,0.5821455187641927,3d,0.03,ALL
116,24.0,fit,,4066.6666666666665,0.5821461682347112,3d,0.03,ALL
117,24.0,fit,,4083.333333333333,0.582146474910348,3d,0.03,ALL
118,24.0,fit,,4300.0,0.5821495609985605,3d,0.03,ALL
119,24.0,fit,,4316.666666666666,0.5821497410833146,3d,0.03,ALL
120,24.0,fit,,4350.0,0.5821500813455551,3d,0.03,ALL
121,24.0,fit,,4366.666666666666,0.5821502420151102,3d,0.03,ALL
122,24.0,fit,,4583.333333333333,0.582151858838753,3d,0.03,ALL
123,24.0,fit,,4616.666666666666,0.582152044013826,3d,0.03,ALL
124,24.0,fit,,4633.333333333334,0.5821521314522576,3d,0.03,ALL
125,24.0,fit,,4650.0,0.5821522156281844,3d,0.03,ALL
126,25.0,fit,,4866.666666666666,0.5821530626936314,3d,0.03,ALL
127,25.0,fit,,4900.0,0.582153159708174,3d,0.03,ALL
128,25.0,fit,,4916.666666666667,0.5821532055177924,3d,0.03,ALL
129,25.0,fit,,4950.0,0.5821532920730562,3d,0.03,ALL
130,25.0,fit,,5150.0,0.5821536934017952,3d,0.03,ALL
131,25.0,fit,,5183.333333333334,0.5821537442284066,3d,0.03,ALL
132,25.0,fit,,5200.0,0.5821537682283927,3d,0.03,ALL
133,25.0,fit,,5233.333333333333,0.5821538135753132,3d,0.03,ALL
134,25.0,fit,,5450.0,0.5821540374016286,3d,0.03,ALL
135,25.0,fit,,5466.666666666667,0.5821540504627287,3d,0.03,ALL
136,25.0,fit,,5483.333333333333,0.5821540630364928,3d,0.03,ALL
137,25.0,fit,,5516.666666666667,0.582154086794068,3d,0.03,ALL
138,25.0,fit,,5733.333333333333,0.5821542040582723,3d,0.03,ALL
139,25.0,fit,,5750.0,0.5821542109010759,3d,0.03,ALL
140,25.0,fit,,5783.333333333333,0.582154223830253,3d,0.03,ALL
141,25.0,fit,,5800.0,0.582154229935324,3d,0.03,ALL
0,1.0,bin,859.0,40.00000000000001,0.6053550640279395,2d,0.5,ALL
1,2.0,bin,1383.0,50.12785914528975,0.7057122198120029,2d,0.5,ALL
2,4.0,bin,932.0,66.69461096226564,0.9173819742489271,2d,0.5,ALL
3,5.0,bin,932.0,83.33353591698499,0.9173819742489271,2d,0.5,ALL
4,6.0,bin,630.0,100.1958384875157,0.9634920634920635,2d,0.5,ALL
5,7.0,bin,1232.0,116.68188870368775,0.9797077922077922,2d,0.5,ALL
6,8.0,bin,1010.0,150.01312461458272,0.9663366336633663,2d,0.5,ALL
7,9.0,bin,880.0,183.81283095738388,0.990909090909091,2d,0.5,ALL
8,10.0,bin,814.0,216.767903861656,0.9914004914004914,2d,0.5,ALL
9,11.0,bin,1080.0,267.41035372880316,0.9981481481481481,2d,0.5,ALL
10,12.0,bin,1039.0,333.91334991057346,1.0,2d,0.5,ALL
11,13.0,bin,886.0,418.22620295452714,0.9966139954853274,2d,0.5,ALL
12,14.0,bin,1217.0,500.4942833271253,0.9934264585045193,2d,0.5,ALL
13,15.0,bin,931.0,618.2486462735641,0.9924812030075187,2d,0.5,ALL
14,16.0,bin,1104.0,767.1924810001431,0.9972826086956522,2d,0.5,ALL
15,17.0,bin,816.0,935.676204214544,0.9877450980392157,2d,0.5,ALL
16,18.0,bin,436.0,1151.67483057786,0.9885321100917431,2d,0.5,ALL
17,19.0,bin,150.0,1400.6780013184991,1.0,2d,0.5,ALL
18,20.0,bin,94.0,1754.8117154811716,1.0,2d,0.5,ALL
19,21.0,bin,136.0,2136.4016736401672,1.0,2d,0.5,ALL
20,22.0,bin,154.0,2637.2384937238494,1.0,2d,0.5,ALL
21,23.0,bin,206.0,3233.47280334728,0.9854368932038835,2d,0.5,ALL
22,24.0,bin,257.0,3972.803347280335,1.0,2d,0.5,ALL
23,25.0,bin,312.0,4879.07949790795,1.0,2d,0.5,ALL
0,1.0,fit,,33.333333333333336,0.5516038944587485,2d,0.5,ALL
1,2.0,fit,,50.0,0.7393269426061709,2d,0.5,ALL
2,4.0,fit,,66.66666666666667,0.8476072883133093,2d,0.5,ALL
3,5.0,fit,,83.33333333333333,0.9100643674102237,2d,0.5,ALL
4,6.0,fit,,100.0,0.9460901734218593,2d,0.5,ALL
5,7.0,fit,,116.66666666666667,0.9668701829508692,2d,0.5,ALL
6,7.0,fit,,133.33333333333334,0.9788562796918074,2d,0.5,ALL
7,8.0,fit,,150.0,0.9857699682963563,2d,0.5,ALL
8,8.0,fit,,166.66666666666666,0.9897578461813571,2d,0.5,ALL
9,9.0,fit,,183.33333333333331,0.9920580900794139,2d,0.5,ALL
10,9.0,fit,,200.0,0.9933848914868615,2d,0.5,ALL
11,10.0,fit,,216.66666666666669,0.9941502024942254,2d,0.5,ALL
12,10.0,fit,,233.33333333333334,0.9945916407793408,2d,0.5,ALL
13,10.0,fit,,250.0,0.9948462663599096,2d,0.5,ALL
14,11.0,fit,,266.6666666666667,0.9949931366891629,2d,0.5,ALL
15,11.0,fit,,283.3333333333333,0.9950778528184961,2d,0.5,ALL
16,11.0,fit,,300.0,0.995126717845256,2d,0.5,ALL
17,11.0,fit,,316.66666666666663,0.9951549036330043,2d,0.5,ALL
18,12.0,fit,,333.3333333333333,0.9951711614493541,2d,0.5,ALL
19,12.0,fit,,350.0,0.9951805391043208,2d,0.5,ALL
20,12.0,fit,,366.66666666666663,0.9951859482202057,2d,0.5,ALL
21,12.0,fit,,383.33333333333337,0.9951890682469886,2d,0.5,ALL
22,12.0,fit,,400.0,0.995190867906551,2d,0.5,ALL
23,13.0,fit,,416.6666666666667,0.995191905966403,2d,0.5,ALL
24,13.0,fit,,433.33333333333337,0.9951925047286793,2d,0.5,ALL
25,13.0,fit,,450.0,0.9951928501001556,2d,0.5,ALL
26,13.0,fit,,466.6666666666667,0.9951930493135352,2d,0.5,ALL
27,13.0,fit,,483.3333333333333,0.9951931642216076,2d,0.5,ALL
28,14.0,fit,,500.0,0.9951932305016192,2d,0.5,ALL
29,14.0,fit,,516.6666666666667,0.9951932687325272,2d,0.5,ALL
30,14.0,fit,,533.3333333333334,0.9951932907844594,2d,0.5,ALL
31,14.0,fit,,550.0,0.9951933035042125,2d,0.5,ALL
32,14.0,fit,,566.6666666666666,0.9951933108410808,2d,0.5,ALL
33,14.0,fit,,583.3333333333334,0.9951933150730525,2d,0.5,ALL
34,14.0,fit,,600.0,0.9951933175140919,2d,0.5,ALL
35,15.0,fit,,616.6666666666667,0.9951933189221055,2d,0.5,ALL
36,15.0,fit,,633.3333333333333,0.9951933197342604,2d,0.5,ALL
37,15.0,fit,,650.0,0.9951933202027187,2d,0.5,ALL
38,15.0,fit,,666.6666666666666,0.9951933204729296,2d,0.5,ALL
39,15.0,fit,,683.3333333333334,0.9951933206287897,2d,0.5,ALL
40,15.0,fit,,700.0,0.9951933207186913,2d,0.5,ALL
41,15.0,fit,,716.6666666666666,0.9951933207705472,2d,0.5,ALL
42,15.0,fit,,733.3333333333333,0.9951933208004582,2d,0.5,ALL
43,15.0,fit,,750.0,0.9951933208177112,2d,0.5,ALL
44,16.0,fit,,766.6666666666667,0.9951933208276629,2d,0.5,ALL
45,16.0,fit,,783.3333333333334,0.9951933208334031,2d,0.5,ALL
